Year,Country,Production,Yield,Pesticides,Fertilizer (N),Fertilizer (K2O),Fertilizer (P2O5),Fertilizer (Total),Agricultural Value Added,Mean Temperature,Precipitation,Agricultural Employment,FPI,Population,Agricultural Machinery,Export Value,Export Avg Price,Import Value,Import Avg Price,Urbanization
2000,Belgium,170725,193.43417176523906,1.07,162.0,88.0,45.0,,0.707463,10.96,1043.98,1.9,98.36,10264.343,1116.83294663573,,,,,33.82790355797631
2001,Belgium,184081,212.61376761376764,0.99,165.0,80.0,45.0,,0.650015,10.48,1088.7,1.4,94.75,10309.255,1136.09467455621,,,,,34.5318543055479
2002,Belgium,185028,216.8889930840464,1.03,165.0,85.0,45.0,326.222355769231,0.705433,10.9,1033.0,1.8,97.84,10355.568,1153.84615384615,,,,,35.251503938219614
2003,Belgium,197342,230.48586778790002,1.01,165.0,85.0,45.0,339.421556886228,0.675204,10.78,730.79,1.7,95.38,10402.55,1149.53293413174,,,,,35.98613778438841
2004,Belgium,194106,225.36398467432952,1.02,163.0,89.0,52.0,337.280952380952,0.698754,10.38,882.16,2.2,98.88,10456.163,1136.88095238095,,,,,36.73708563486176
2005,Belgium,181247,209.77662037037038,1.15,160.0,89.0,52.0,332.397390272835,0.664327,10.69,867.01,2.0,93.39,10516.978,1127.0462633452,,,,,37.50155876963064
2006,Belgium,188028,217.8771726535342,0.99,156.0,89.0,49.0,325.869358669834,0.70524,10.98,891.7,2.0,91.23,10582.975,,,,,,38.28298962398506
2007,Belgium,175714,204.3423653913246,0.79,166.0,84.0,47.0,335.088200238379,0.678388,11.09,988.59,1.9,93.48,10653.697,,295431560.0,1.462861879878555,129362967.0,1.7809334793235765,39.08075846643213
2008,Belgium,178555,206.35039870565123,0.79,149.0,55.0,23.0,224.488151658768,0.679472,10.57,936.48,1.6,90.21,10726.716,,282827468.0,1.524058061662509,139968120.0,1.6559581041823055,39.89634750145122
2009,Belgium,183213,212.64275766016712,0.65,169.5,59.0,24.0,282.014285714286,0.650694,10.64,885.15,1.5,92.73,10801.356,,239045943.0,1.1934308268788747,122462493.0,1.6482518448476644,40.72653329388757
2010,Belgium,179724,210.03155311440923,0.53,192.0,54.0,23.0,324.946043165468,0.700671,9.36,910.47,1.4,95.84,10877.947,,280576101.0,1.4741422591847213,140356570.0,1.904594086560353,41.57528013793801
2011,Belgium,172426,203.64473839612612,0.65,192.0,54.0,23.0,317.806060606061,0.703043,11.19,795.14,1.3,96.72,10955.743,,220137068.0,1.126705781904331,133561119.0,1.748015094839822,42.4415438928663
2012,Belgium,183000,221.8181818181818,0.73,192.0,54.0,23.0,328.551681195517,0.699084,10.43,1001.32,1.2,91.37,11031.139,,288283090.0,1.328156793135204,148634965.0,1.776460352403874,43.32728494354881
2013,Belgium,197185,235.22008827388765,0.67,191.0,54.0,23.0,321.361519607843,0.597211,9.92,887.03,1.4,95.83,11103.257,,281133881.0,1.2127612986116856,164708958.0,1.7804111849486972,44.2289409751092
2014,Belgium,196790,234.46920052424642,0.69,191.0,55.0,21.0,304.030599755202,0.589351,11.71,894.0,1.2,101.81,11176.723,,303791157.0,1.3230870383171585,172714688.0,1.7634432144784855,45.15058474119598
2015,Belgium,199750,234.44835680751174,0.74,188.0,57.0,21.0,305.477998794454,0.686415,11.07,845.68,1.2,101.33,11248.303,,285493143.0,1.2262575449669886,141779816.0,1.5433055047421056,46.09135888995966
2016,Belgium,204869,234.83379183860615,0.78,185.0,57.0,20.0,294.815163644926,0.629604,10.75,951.0,1.3,96.87,11316.836,,281500059.0,1.2950631398355288,138386755.0,1.6051611682701643,47.05318334313431
2017,Belgium,202047,235.21187427240977,0.69,185.0,60.0,20.0,300.880203349282,0.646504,11.06,880.52,1.2,102.59,11384.489,,301904933.0,1.388828988662837,143352759.0,1.644085694175646,48.03253152121219
2018,Belgium,204194,233.6315789473684,0.73,188.0,60.0,20.0,300.643529411765,0.581303,11.64,777.59,1.0,98.38,11448.595,,285687672.0,1.2849432306069468,100394791.0,1.5488038926484986,49.02749256017125
2019,Belgium,213240,242.05447996597343,0.66,187.0,60.0,21.0,297.912248654475,0.575643,11.38,873.99,0.9,100.97,11510.568,,296776942.0,1.2146397049617206,92160389.0,1.4010238589281951,50.03720051554582
2020,Belgium,245889,276.7492851073974,0.59,181.9,60.0,18.9,295.297618180443,0.661479,11.88,845.66,0.9,101.49,11561.717,,312865891.0,1.2174796361044224,90436886.0,1.604937122684152,51.06150620304036
2021,Belgium,223131,,,,,,,0.599647,10.47,986.24,0.9,102.49,11611.419,,350780925.0,1.5636831903653334,104947207.0,1.9269212512883815,52.10050692586323
1992,Bosnia and Herzegovina,12316,12.316,1.89,0.0,0.0,0.0,,15.539015,10.15,964.08,26.9,78.82,4275.73,235.294117647059,,,,,0.6635288762268031
1993,Bosnia and Herzegovina,14027,14.16868686868687,2.06,0.0,0.0,0.0,,15.962826,9.65,993.25,26.4,72.65,3942.981,294.117647058824,,,,,0.6721268493408432
1994,Bosnia and Herzegovina,13959,14.243877551020407,2.36,0.0,0.0,0.0,,15.618382,10.89,935.96,25.8,63.8,3762.33,341.176470588235,,,,,0.6808479121440428
1995,Bosnia and Herzegovina,13890,14.246153846153845,2.42,5.0,5.0,5.0,17.6470588235294,15.035837,9.58,1255.03,24.9,60.67,3750.527,341.176470588235,,,,,0.6896826244618788
1996,Bosnia and Herzegovina,22785,22.33823529411765,2.69,3.0,3.0,3.0,10.0,17.234259,9.0,1268.81,23.8,56.29,3907.751,322.222222222222,,,,,0.6986447248875098
1997,Bosnia and Herzegovina,27438,27.032512315270935,2.16,3.0,3.0,3.0,10.0,14.58505,9.51,1002.36,22.7,70.82,4047.748,,,,,,0.7076973627024757
1998,Bosnia and Herzegovina,31484,29.70188679245283,1.91,23.0,12.0,12.0,49.4736842105263,13.288204,9.89,1099.81,21.6,79.35,4115.059,,,,,,0.7168808446510742
1999,Bosnia and Herzegovina,25218,23.903317535545025,2.01,28.0,7.0,7.0,44.2105263157895,10.701379,10.05,1297.22,20.7,76.48,4153.014,,,,,,0.7261825058111608
2000,Bosnia and Herzegovina,20266,18.423636363636362,2.33,27.8,7.0,7.0,41.8,7.494375,10.99,860.71,19.6,65.58,4179.35,,,,,,0.7356188583924897
2001,Bosnia and Herzegovina,21075,19.037940379403793,2.21,18.3,7.0,7.0,32.2772277227723,7.512836,10.08,1152.73,18.8,70.13,4194.932,,,,,,0.7451504112895465
2002,Bosnia and Herzegovina,25775,23.58188472095151,2.13,19.4,7.0,7.0,32.6980942828485,7.808326,10.7,1182.43,19.0,74.14,4198.41,,,,,,0.7548197267434997
2003,Bosnia and Herzegovina,21847,19.64658273381295,2.28,18.1,7.0,7.0,17.6568338249754,6.973218,10.19,845.97,19.4,69.13,4183.757,,,,,,0.7646138437725436
2004,Bosnia and Herzegovina,27134,24.110538475208813,1.66,18.2,7.0,7.0,58.1793677042802,7.335168,9.73,1265.6,19.8,92.66,4142.86,,,,,,0.7745497908574213
2005,Bosnia and Herzegovina,21032,18.77857142857143,1.76,26.4,7.0,7.0,57.5929853658537,7.40393,9.26,1276.32,20.2,92.52,4094.297,,,,,,0.7845857188970626
2006,Bosnia and Herzegovina,27849,24.798753339269812,1.67,17.3,7.0,7.0,42.1919084712756,7.425358,10.04,980.37,20.5,96.63,4058.086,,,,,,0.7947666166309008
2007,Bosnia and Herzegovina,22777,20.39122649955237,1.71,21.9,7.0,7.0,45.0875342465753,7.164452,10.93,1056.47,19.8,94.97,4007.876,,,,,,0.8050791886422543
2008,Bosnia and Herzegovina,27864,25.37704918032787,1.62,11.5,4.0,5.0,59.1887103174603,7.083181,10.89,1055.06,20.6,103.04,3943.392,,282315.0,0.7240702744293409,8040948.0,0.5572113005205985,0.8155404437356457
2009,Bosnia and Herzegovina,31703,28.84713375796178,1.54,13.9,3.6,3.7,72.7853259779338,7.167071,10.75,1169.83,21.2,107.17,3877.75,,546889.0,0.5208982603991252,7159696.0,0.4807289341813859,0.8261084661036114
2010,Bosnia and Herzegovina,25065,22.601442741208295,1.67,13.9,4.4,4.4,81.5298804780876,6.823818,9.93,1478.42,19.7,100.04,3811.088,,469503.0,0.7336477294568229,6392539.0,0.4566499180571098,0.8368280146962664
2011,Bosnia and Herzegovina,31436,28.39747064137308,1.67,16.9,6.8,6.7,103.378109452736,6.746942,10.55,777.34,19.6,101.43,3743.142,,598262.0,0.6584466583608116,6347830.0,0.4869992722434129,0.8476862755312105
2012,Bosnia and Herzegovina,30121,27.185018050541515,1.88,20.5,7.5,7.4,120.743978065803,6.031172,10.88,1004.17,20.6,91.82,3674.374,,200685.0,0.7258414530934658,5594524.0,0.4790740709817829,0.8587006417973791
2013,Bosnia and Herzegovina,38338,34.38385650224215,1.64,25.3,7.5,7.5,101.63532210109,6.821114,10.69,1271.28,18.9,104.99,3617.559,,190205.0,0.70772373453988,6370778.0,0.5524164923269875,0.8698282765832083
2014,Bosnia and Herzegovina,20053,18.033273381294965,1.92,30.3,7.1,7.1,120.034403578529,5.889746,11.18,1480.16,17.1,88.85,3571.068,,103411.0,0.7156222968063389,8525192.0,0.5014416195405487,0.8811152696782429
2015,Bosnia and Herzegovina,28179,25.00354924578527,1.69,28.4,8.3,8.3,127.88747553816,6.238165,11.11,1023.87,17.9,99.16,3524.324,,184504.0,0.5747770256167426,6551730.0,0.4396214268718801,0.8929765832573583
2016,Bosnia and Herzegovina,39050,34.557522123893804,1.58,31.8,10.3,9.2,107.905458089669,6.507239,10.69,1194.49,18.0,111.99,3480.986,,491697.0,0.5635379442028703,7840350.0,0.4102584308660896,0.9054300282659896
2017,Bosnia and Herzegovina,31589,27.068551842330763,1.89,35.3,9.2,9.2,106.478745283019,5.796352,10.78,963.62,18.9,94.61,3440.027,,353202.0,1.3291012060433876,7745032.0,0.4608535531870406,0.9184931559305604
2018,Bosnia and Herzegovina,30051,26.61736049601417,1.58,32.4,7.2,7.2,84.7627793974733,6.092763,11.56,1065.73,15.7,115.08,3400.129,,3980.0,0.7074297902595095,8923485.0,0.4809416155784923,0.932186190720686
2019,Bosnia and Herzegovina,29902,26.674397859054416,1.7,29.6,8.3,8.3,87.4720591133005,5.80548,11.6,1254.92,18.0,105.35,3360.711,,121459.0,0.1548880157822317,10481375.0,0.4565150458813655,0.946527625299822
2020,Bosnia and Herzegovina,33963,30.297056199821586,1.69,32.6,9.2,9.2,90.1209753694581,6.397135,11.07,1011.03,12.0,115.05,3318.407,,107128.0,0.1350008065166545,9418891.0,0.5002065852143829,0.961539755523158
2021,Bosnia and Herzegovina,36191,,,,,,,5.471367,10.66,1104.75,11.3,95.54,3270.943,,232783.0,0.1602139370150817,10224473.0,0.535053823694315,0.977244017849206
1961,Bulgaria,414594,89.75838926174497,,73.2,8.5,61.9,33.8036218250235,,10.9,641.08,,96.26,7969.342,65.1481655691439,,,,,0.6335175377593057
1962,Bulgaria,452299,99.66923754958131,,65.0,8.8,81.9,36.3001925854598,,10.77,649.86,,103.53,8040.772,74.0226287915262,,,,,0.6805140801181505
1963,Bulgaria,401784,88.67446479805783,,89.1,9.3,82.1,42.2825036249396,,10.45,677.08,,107.34,8108.153,83.533107781537,,,,,0.7309965543100009
1964,Bulgaria,395857,86.54503716659379,,159.0,5.6,124.8,67.9081339712919,,10.05,629.78,,111.31,8177.721,93.0311004784689,,,,,0.7853013351261363
1965,Bulgaria,442274,96.92614507999123,,219.1,10.1,132.0,86.5663546916247,,10.05,554.26,,119.58,8245.072,100.887928965683,,,,,0.8434741784879622
1966,Bulgaria,428379,93.86042944785277,,281.7,17.0,187.1,114.460393662986,,11.51,832.71,,135.07,8308.899,108.166106577052,,,,,0.8951394749321664
1967,Bulgaria,408047,89.60188844971454,,323.2,23.4,260.4,146.425229136517,,10.44,575.66,,132.24,8369.836,113.10178485287,,,,,0.941702973486034
1968,Bulgaria,400209,87.8036419482229,,390.0,48.7,270.0,202.774675012037,,10.67,601.49,,134.34,8438.288,122.262879152624,,,,,0.9907573459061932
1969,Bulgaria,414386,90.97387486278815,,386.9,25.5,279.9,166.491582491583,,10.17,688.87,,137.6,8512.919,127.477152477152,,,,,1.042222020390091
1970,Bulgaria,390787,86.32361387232163,,378.8,25.0,235.1,154.22839208112,13.644239,10.74,660.45,,133.59,8582.95,129.449541284404,,,,,1.0964360855639117
1971,Bulgaria,411556,91.13286093888397,,321.8,48.1,266.0,153.885769603098,13.653678,10.43,750.37,,136.03,8646.26,133.760890609874,,,,,1.1440971974322842
1972,Bulgaria,465866,103.29623059866962,,353.7,62.3,230.1,156.510174418605,13.681017,10.48,661.15,,141.48,8700.153,140.503875968992,,,,,1.193900482277254
1973,Bulgaria,456858,101.47889826743669,,350.3,46.1,258.7,153.619174757282,13.643571,10.17,668.34,,143.12,8753.489,145.631067961165,,,,,1.24572579942132
1974,Bulgaria,509359,113.49353832442068,,373.5,22.0,215.9,138.458516349439,13.588102,10.37,597.84,,136.5,8810.675,151.293313811615,,,,,1.299876772567527
1975,Bulgaria,341620,78.6599125028782,,425.2,49.5,250.6,171.612332575183,13.654827,10.68,729.63,,140.1,8860.971,163.479909021986,,,,,1.3563810308646735
1976,Bulgaria,447779,103.48486249133349,,408.6,56.2,253.3,166.968020304569,13.700876,9.63,666.02,,153.0,8902.474,166.276649746193,,,,,1.4111618551731
1977,Bulgaria,446347,103.48875492696499,,395.0,47.8,331.0,188.370078740157,13.817709,10.8,617.57,,143.08,8935.452,165.151130302261,,,,,1.4647835459407268
1978,Bulgaria,532241,124.12336753731343,,403.6,32.7,329.0,187.904992358635,13.45634,10.09,689.14,,150.41,8958.267,164.077941925624,,,,,1.520520309028776
1979,Bulgaria,466208,109.59285378467325,,466.8,58.3,341.5,210.486014883244,13.31076,10.87,772.55,,156.17,8974.427,162.804721580703,,,,,1.578378367358588
1980,Bulgaria,478352,114.52046923629399,,489.0,88.7,291.2,216.801672328194,13.988449,9.79,717.56,,150.54,8980.606,161.923177423569,,,,,1.6385222118146028
1981,Bulgaria,523467,125.65218434949593,,559.0,116.7,409.0,273.012552301255,13.931121,10.58,657.96,,162.99,8978.412,158.268828451883,,,,,1.6740222478128288
1982,Bulgaria,487030,117.3566265060241,,535.6,114.0,361.0,264.69355683604,14.401875,10.39,577.24,,173.14,8970.485,156.060764798324,,,,,1.7103425943404529
1983,Bulgaria,371592,89.73484665539725,,550.3,113.6,345.0,264.664218258132,11.649493,10.56,585.3,,157.95,8956.433,152.809548793284,,,,,1.74744996831544
1984,Bulgaria,516367,124.87714631197098,,479.4,103.4,355.2,246.388232203835,12.582861,10.3,597.5,,171.28,8939.49,148.936170212766,,,,,1.7854160985908405
1985,Bulgaria,445720,107.8180938558297,,499.0,103.4,287.0,233.438320209974,9.727548,9.99,464.42,,145.48,8917.076,144.779527559055,,,,,1.824098803439027
1986,Bulgaria,433894,104.98282119525769,,478.0,121.0,247.0,221.52395915161,11.392694,10.51,529.73,,164.54,8892.1,141.869599371563,,,,,1.8570902254537764
1987,Bulgaria,472263,114.32171387073348,,469.4,94.1,233.0,208.235294117647,9.170149,9.99,655.61,,156.43,8865.755,140.235294117647,,,,,1.885690178220628
1988,Bulgaria,460082,111.13091787439613,,548.0,112.0,243.0,235.15625,8.897474,10.5,593.35,,158.64,8835.815,139.7890625,,,,,1.914771090899899
1989,Bulgaria,498284,120.18427399903521,,495.0,91.6,220.3,209.680873180873,8.742456,10.65,543.31,,167.23,8804.43,139.430873180873,,,,,1.9442185091624569
1990,Bulgaria,482865,116.18503368623676,0.49,452.9,82.0,150.0,177.619294605809,9.263676,11.17,496.61,,154.34,8767.778,135.827282157676,,,,,1.9741607708475175
1991,Bulgaria,368534,88.54733301297453,0.53,377.3,33.2,61.1,122.045289855072,10.896999,10.05,659.11,15.1,141.84,8721.66,130.432194616977,,,,,2.004563621670417
1992,Bulgaria,253157,58.46581986143187,0.59,189.2,21.4,26.0,58.5527551272548,10.015253,10.47,522.96,14.8,128.12,8668.54,117.150976031628,,,,,2.035477992176411
1993,Bulgaria,198754,46.11461716937355,0.72,166.1,2.3,36.5,50.4403150381492,7.093664,10.25,499.08,14.9,102.37,8611.535,92.1265075067684,,,,,2.060915359740733
1994,Bulgaria,272432,64.60327246857956,0.67,207.7,2.6,14.7,56.2529367658085,7.626764,11.65,588.92,15.0,105.87,8548.466,94.3514121469633,,,,,2.0822873756944054
1995,Bulgaria,302706,72.03855306996668,0.6,112.0,0.0,12.0,31.0155077538769,8.48566,10.62,773.37,15.0,116.57,8477.579,95.7978989494747,,,,,2.1038816764527533
1996,Bulgaria,185125,42.05474784189005,0.7,152.0,27.0,13.0,45.6816559600286,7.766549,10.24,629.84,14.7,94.48,8401.376,92.4339757316203,,,,,2.12573041327604
1997,Bulgaria,138225,30.7371581054036,0.62,157.8,31.0,11.0,46.4934853420195,13.367385,10.07,702.38,14.3,102.5,8318.966,91.6705444392741,,,,,2.1477446224554533
1998,Bulgaria,279759,73.312106918239,0.6,135.0,25.0,9.0,47.7941176470588,10.407319,10.82,737.18,13.9,101.25,8234.927,113.122171945701,,,,,2.170017152043929
1999,Bulgaria,254361,65.91370821456336,0.57,110.6,6.0,6.0,34.2666294019005,10.841944,11.54,686.12,13.8,102.58,8162.301,114.304080491895,,,,,2.1925217052674406
2000,Bulgaria,233737,61.86791953414505,0.6,144.9,2.6,4.0,42.966534316506,9.228625,11.54,433.63,13.2,94.0,8097.691,98.4373227453205,,,,,2.2152902823524587
2001,Bulgaria,155575,41.91136853448276,0.66,150.0,2.6,4.0,57.7104124603404,8.94428,11.45,552.33,9.7,80.39,8034.86,94.0351889241419,,,,,2.243122130515024
2002,Bulgaria,139994,39.071727602567684,0.58,130.4,3.0,4.0,113.768405365127,8.888527,11.52,703.82,10.7,86.97,7974.81,95.591654247392,,,,,2.2812285826674104
2003,Bulgaria,244357,69.08594854396381,0.62,134.0,3.0,4.0,147.327414986458,8.310039,10.69,615.62,11.1,77.18,7917.739,95.1128498344869,,,,,2.31998243836944
2004,Bulgaria,135598,38.478433598183884,0.48,133.5,4.6,8.8,80.8517959553275,8.089682,11.08,630.66,10.7,95.54,7865.316,93.456082100815,,,,,2.359448762018308
2005,Bulgaria,72173,21.47366855102648,0.55,136.8,4.9,11.4,74.2319571383549,6.917082,10.7,808.69,8.9,77.4,7815.221,114.251497005988,,,,,2.39947546298488
2006,Bulgaria,121543,36.675618587809296,0.5,158.0,6.9,12.0,73.9399744572158,6.421411,10.86,679.76,8.1,82.3,7766.036,131.053639846743,,,,,2.4402387831821275
2007,Bulgaria,76011,23.21655467318265,0.58,160.0,3.8,13.0,102.009400324149,4.390988,11.95,694.18,7.5,65.69,7719.035,149.948136142626,1215681.0,1.285851185017595,27610671.0,0.6852949600647303,2.4816934938778927
2008,Bulgaria,76550,23.39547677261614,0.41,129.0,4.5,4.0,111.242875647668,5.452937,11.86,510.9,7.5,88.42,7674.913,171.955958549223,5951034.0,1.0101661069564758,45526893.0,0.7838881414975227,2.5239122805041925
2009,Bulgaria,59487,17.966475385080034,0.41,188.0,7.0,34.0,104.600445009536,5.141184,11.83,751.01,7.1,82.08,7634.735,,13783951.0,1.283427736309039,80645253.0,1.0077906868111035,2.566729285092749
2010,Bulgaria,65406,19.52417910447761,0.34,187.0,19.4,36.0,97.053358443189,4.513015,11.79,787.21,6.8,91.43,7592.273,,5350248.0,1.1153978856788924,34171824.0,0.7468535963802023,2.6103326078137674
2011,Bulgaria,58866,17.26275659824047,0.31,192.0,14.1,30.0,133.082461538462,4.67248,10.88,532.72,6.8,91.55,7543.13,,2541005.0,1.091705673979777,25636530.0,0.8158604758491548,2.654678185491904
2012,Bulgaria,53656,15.436133486766398,0.31,255.9,24.0,91.2,95.8697618329816,4.125441,11.88,663.29,6.4,83.86,7488.344,,1319547.0,1.18325177750458,20008554.0,0.6167279432162421,2.7003112451679554
2013,Bulgaria,67314,18.62589928057554,0.23,292.0,21.5,52.0,109.138258120149,4.299392,11.97,604.88,6.7,102.69,7431.167,,1666290.0,1.0703370396777985,23885058.0,0.6813665958476933,2.747140965264584
2014,Bulgaria,68764,19.032383061168005,0.2,385.0,19.0,42.0,108.803212851406,4.557659,12.01,949.68,7.0,100.74,7372.141,,1186122.0,0.3525779686404345,28037305.0,0.6135186019586822,2.795260276477741
2015,Bulgaria,69424,19.055775142731665,0.31,330.0,24.8,66.0,122.002165427244,4.060723,11.86,754.09,6.9,97.47,7309.253,,2091313.0,0.4768980769814019,26682707.0,0.4455862686649016,2.844701279389424
2016,Bulgaria,80679,22.182843002474566,0.73,411.2,25.2,103.4,138.028604118993,4.235221,11.91,693.42,6.8,101.79,7245.975,,3625058.0,0.8384166783272178,32275227.0,0.4577069876482097,2.895496918668358
2017,Bulgaria,90607,24.911400896851124,0.63,388.7,29.0,128.7,130.631040274227,4.469947,11.76,760.61,7.0,106.22,7182.428,,8193542.0,1.3233268040824184,40385008.0,0.5337430195123246,2.947685128946949
2018,Bulgaria,84510,23.274580005508124,0.95,382.8,35.5,165.0,131.834511213341,4.26665,12.35,718.75,6.6,105.8,7117.431,,13126488.0,1.2288118806320012,52919808.0,0.5994488177256435,3.0012941796601127
2019,Bulgaria,82758,22.80462937448333,1.23,396.3,25.4,132.4,135.841179516686,4.269166,12.82,562.68,6.6,107.73,7052.532,,12235468.0,1.3172124608807707,53753723.0,0.642295243856519,3.0563646209574866
2020,Bulgaria,66082,18.134467618002194,0.93,426.4,32.9,133.9,139.228903207331,4.298332,12.5,629.39,6.6,90.37,6979.175,,13547347.0,1.4411741646334686,60459708.0,0.7004126395689849,3.112929261803033
2021,Bulgaria,66442,,,,,,,5.145351,11.98,809.23,6.3,109.59,6885.868,,21763307.0,1.3796577054314183,78177443.0,0.7839207737216188,3.17102244428266
1992,Croatia,19293,14.560754716981132,1.13,0.0,0.0,0.0,151.420792079208,6.752083,11.67,1045.65,22.4,77.01,4798.321,35.1732673267327,,,,,1.0656109179863529
1993,Croatia,21760,18.456318914334183,1.29,0.0,0.0,0.0,130.414312617702,6.813472,11.08,1088.5,21.8,79.19,4792.403,40.0282485875706,,,,,1.0754714897068869
1994,Croatia,25319,20.736281736281736,1.55,95.0,48.0,50.0,174.81884057971,5.900726,12.38,1009.01,21.2,75.0,4819.426,36.286231884058,,,,,1.0854366932468915
1995,Croatia,25692,20.83698296836983,1.69,93.0,47.0,41.0,162.041181736795,5.413406,11.09,1246.07,20.6,76.99,4807.1,31.468218442256,,,,,1.0954949312018736
1996,Croatia,26820,24.140414041404142,1.53,101.6,52.5,48.2,205.172413793103,5.23437,10.37,1225.62,19.9,78.02,4758.628,30.9533468559838,,,,,1.1056607542548056
1997,Croatia,26309,23.744584837545126,1.43,152.0,68.0,56.0,280.622583926755,5.007565,11.14,1036.52,17.8,80.83,4711.373,30.3662258392675,,,,,1.1158918338526898
1998,Croatia,33923,27.851395730706077,1.27,95.0,43.0,38.0,161.972451790634,5.144496,11.41,1128.46,17.3,87.87,4659.932,24.3342516069789,,,,,1.1262324204503338
